frame_idx,timestamp,ssim_loss,frame_diff_mean,brightness_delta,saturation_delta,optical_flow_magnitude_mean,optical_flow_angle_change,warp_ssim_loss,z_ssim_loss,z_frame_diff_mean,z_brightness_delta,z_saturation_delta,z_optical_flow_magnitude_mean,z_optical_flow_angle_change,z_warp_ssim_loss,instability_score,is_anomaly
97,4.0416666933884295,0.10149793359884529,4.562312725051441,0.2753621720679007,0.23332995756173602,1.0781735,0.7254519,0.1707937041673392,0.30309920841802096,0.30461777853749794,0.08945685355362784,0.0,0.1258714092343197,0.0,0.4031782561498763,0.22871635986685704,False
98,4.083333360330578,0.10879580335921779,4.958346997170782,0.5557499035493834,1.4610382908950612,1.1644429,0.720797,0.16891273190126255,0.4807389105412978,0.5907808198942581,1.3604428302491678,2.6381648321609648,0.4475253306017632,0.0,0.37178612316013515,0.6962113484141197,False
99,4.125000027272727,0.04493869480503021,2.5564388824588478,0.31070553626543074,0.4968229166666731,0.6492189,1.4425638,0.07104798791433842,0.0,0.0,0.24966685998634708,0.046242178506112286,0.0,1.2029338965881509,0.0,0.12490077200617576,False
100,4.166666694214876,0.11756167867022549,5.4159050282921815,0.5646556712962933,0.6401475694444514,1.4520394,0.7047374,0.1818660714698227,0.6941117892342868,0.9213991703774563,1.400812306681761,0.43151545280877607,1.519823890092538,0.0,0.587968448509183,0.8235279455071555,False
101,4.208333361157025,0.053892780771057636,2.8392049254115226,0.02122733410494959,0.28819782021605533,0.7227683,2.5213227,0.08910475374311344,0.0,0.0,0.0,0.0,0.0,4.018155912711118,0.0,0.32145247301688945,False
102,4.250000028099174,0.13911633063451767,5.967784529320988,0.520588348765429,0.4627445023148198,1.3065876,0.624963,0.2086637921389476,1.218780230852561,1.320171518113221,1.201056958359943,0.0,0.977509369435024,0.0,1.035203969329364,0.9697603254707137,False
103,4.2916666950413225,0.15332903321154323,6.184830729166666,0.28793161651235266,1.0877319637345693,1.4511538,0.87684315,0.2246477549336996,1.5647360145332883,1.4770028961916566,0.1464336247530737,1.634674168164579,1.5165219237789205,0.0,1.3019653112190714,1.2282258720131587,True
104,4.333333361983471,0.08255176687072507,4.075707465277778,0.11994839891976028,0.5194203317901156,1.0196819,0.7597032,0.1348997239903541,0.0,0.0,0.0,0.10698664881635236,0.0,0.0,0.0,0.00855893190530819,False
105,4.37500002892562,0.0796196510690882,3.942609632201646,0.2118402777777817,1.020136477623467,0.9512953,0.8280385,0.1343177802931218,0.0,0.0,0.0,1.4529696689219864,0.0,0.0,0.0,0.11623757351375892,False
106,4.416666695867769,0.08464688021723765,3.9124345743312756,0.11346064814814838,1.461250482253078,0.93829924,0.88317627,0.1449271651225602,0.0,0.0,0.0,2.6387352271188274,0.0,0.0,0.0,0.21109881816950618,False
107,4.458333362809918,0.10963438545003934,4.151599151234568,0.3505025077160582,0.2624363425925935,1.1408002,2.7194853,0.15310353525467402,0.5011510962490147,0.007847893494509777,0.4300648836853288,0.0,0.359374075114692,4.53529793686389,0.10794150804210718,0.5893968574459174,False
108,4.500000029752067,0.0992833196982329,4.635605066872428,0.3614004629629619,0.6942722800925907,1.0428114,0.69091153,0.15862457474160707,0.24919260737684618,0.3575767291137064,0.4794648635642094,0.5770089466909814,0.0,0.0,0.20008385853881172,0.2533101586628351,False
109,4.541666696694215,0.12698976544129648,5.266261091820987,0.10768807870370267,0.0386858603395126,1.1773747,0.6803032,0.2023141164183191,0.9236037616314444,0.8132707406028471,0.0,0.0,0.4957414169796378,0.0,0.929232250203773,0.6048318092853341,False
110,4.583333363636364,0.0356592612362604,2.0107434735082306,0.08644434799383305,0.224832658179011,0.56547755,1.7391677,0.05164473888250587,0.0,0.0,0.0,0.0,0.0,1.9769769544585132,0.0,0.15815815635668107,False
111,4.625000030578513,0.11538634261981995,4.978544399434156,0.5475057870370392,0.8245592206790064,1.1242484,1.007849,0.1836049921943399,0.6411612624777855,0.6053748852721439,1.323072591465644,0.9272353398882,0.29766077362770127,0.06846483510210087,0.616989839003431,0.6270567063484516,False
112,4.666666697520661,0.06406517474645756,3.3612546617798356,0.3970042438271548,0.48108940972221603,0.853639,0.88096935,0.1039777632095159,0.0,0.0,0.6408553279637501,0.003948688731166109,0.0,0.0,0.0,0.0644014278948683,False
113,4.70833336446281,0.058250534720248326,3.1908720743312755,0.2580246913580311,0.31490017361110745,0.7490501,0.9262102,0.09305591501658961,0.0,0.0,0.010866771394740632,0.0,0.0,0.0,0.0,0.0010866771394740632,False
114,4.750000031404959,0.09192667953391942,4.4216396604938275,0.2931192129629636,0.352483603395072,1.0183946,0.7764841,0.14894045799425037,0.07012235669727294,0.20297144430647512,0.16994878465912516,0.0,0.0,0.0,0.03846261281183529,0.07664917947684514,False
115,4.7916666983471075,0.08861943142700668,4.326980452674897,0.3216956018518573,0.616967110339516,1.0100999,0.79870826,0.14674140189601148,0.0,0.13457340729587033,0.2994843722202406,0.36920369271650166,0.0,0.0,0.0017618795087299167,0.08406032185434685,False
116,4.833333365289256,0.05617642900063724,2.9821910365226336,0.22409529320988497,0.005883969907415576,0.79088384,1.7259517,0.09466469130810251,0.0,0.0,0.0,0.0,0.0,1.9424872970871518,0.0,0.15539898376697214,False
117,4.875000032231405,0.10520765663030895,4.814892618312757,0.08607445987654216,0.003398919753095697,1.116689,0.8547041,0.17286598257427832,0.3933987226471469,0.4871247874749554,0.0,0.0,0.26947560875417476,0.0,0.4377631570097338,0.2995093973553955,False
118,4.916666699173554,0.08006977547079142,3.7546058384773664,0.02107831790124237,0.07993875385803051,0.91892654,0.9880824,0.13786294111053277,0.0,0.0,0.0,0.0,0.0,0.016880298666694393,0.0,0.0013504238933355515,False
119,4.958333366115703,0.06596464234161636,3.4016640946502057,0.7024985532407442,2.0113850308642043,0.85381705,1.592423,0.1117415822043546,0.0,0.0,2.0256483828289307,4.117560640211254,0.0,1.5940193091486936,0.0,0.6594912342316889,False
120,5.000000033057852,0.05692013642028104,3.1353645833333332,0.13952883873457722,0.1385667438271696,0.8169377,1.0189004,0.0943397982934866,0.0,0.0,0.0,0.0,0.0,0.09730556046172546,0.0,0.007784444836938037,False
